creat_at,valTem,valCO2,valSon,valHum,ambiente
2025-09-27 02:49:00,21,898,77,66,aceptable
2025-09-27 02:50:00,37,1306,67,54,aceptable
2025-09-27 02:51:00,38,932,74,63,crítico
2025-09-27 02:52:00,18,974,75,61,aceptable
2025-09-27 02:53:00,25,1132,79,55,aceptable
2025-09-27 03:03:00,27,1232,68,56,aceptable
2025-09-27 03:04:00,28,1275,83,71,crítico
2025-09-27 03:05:00,30,1449,88,58,crítico
2025-09-27 03:06:00,26,1184,82,56,aceptable
2025-09-27 03:07:00,18,1542,110,45,aceptable
2025-09-27 03:08:00,20,1335,61,58,óptimo
2025-09-27 03:09:00,40,1170,88,56,crítico
2025-09-27 03:10:00,27,1643,84,82,crítico
2025-09-27 03:11:00,14,1379,70,65,crítico
2025-09-27 03:12:00,32,942,96,62,crítico
2025-09-27 03:13:00,30,1340,60,71,crítico
2025-09-27 03:14:00,20,1481,70,65,aceptable
2025-09-27 03:15:00,23,1452,64,56,aceptable
2025-09-27 03:16:00,27,1209,90,73,crítico
2025-09-27 03:17:00,25,1433,67,63,aceptable
2025-09-27 03:26:00,20,1412,88,61,crítico
2025-09-27 03:27:00,26,1367,70,49,aceptable
2025-09-27 03:28:00,26,1192,54,46,óptimo
2025-09-27 03:29:00,13,1227,79,59,crítico
2025-09-27 03:30:00,18,1450,71,58,aceptable
2025-09-27 03:31:00,26,1214,93,46,crítico
2025-09-27 03:32:00,25,1341,106,64,crítico
2025-09-27 03:33:00,40,1113,112,53,crítico
2025-09-27 03:34:00,23,1494,105,45,crítico
2025-09-27 03:35:00,29,1217,91,71,crítico
2025-09-27 03:36:00,23,1051,101,58,aceptable
2025-09-27 03:37:00,38,1157,86,62,crítico
2025-09-27 03:38:00,35,1447,92,48,crítico
2025-09-27 03:39:00,32,1114,108,50,crítico
2025-09-27 03:40:00,27,1659,99,64,crítico
2025-09-27 03:49:00,24,1331,88,56,crítico
2025-09-27 03:50:00,12,1184,73,49,aceptable
2025-09-27 03:51:00,6,1338,93,59,crítico
2025-09-27 03:52:00,11,1158,77,58,aceptable
2025-09-27 03:53:00,21,1050,80,73,aceptable
2025-09-27 03:54:00,19,1005,60,46,óptimo
2025-09-27 03:55:00,28,783,91,46,aceptable
2025-09-27 03:56:00,24,1593,80,68,crítico
2025-09-27 03:57:00,19,842,91,66,aceptable
2025-09-27 03:58:00,34,1364,75,70,crítico
2025-09-27 03:59:00,12,1103,67,49,aceptable
2025-09-27 04:00:00,16,1412,89,62,crítico
2025-09-27 04:01:00,30,1416,66,76,crítico
2025-09-27 04:02:00,23,1498,74,49,aceptable
2025-09-27 04:10:00,24,846,82,48,aceptable
2025-09-27 04:11:00,37,1149,89,57,crítico
2025-09-27 04:12:00,22,875,96,55,aceptable
2025-09-27 04:13:00,20,1024,92,57,aceptable
2025-09-27 04:14:00,31,726,88,70,crítico
2025-09-27 04:15:00,24,1580,86,48,crítico
2025-09-27 04:16:00,35,1097,73,49,aceptable
2025-09-27 04:17:00,40,1248,77,58,crítico
2025-09-27 04:18:00,18,1557,94,45,aceptable
2025-09-27 04:19:00,29,1152,76,64,crítico
2025-09-27 04:20:00,38,778,80,55,aceptable
2025-09-27 04:21:00,21,926,83,57,óptimo
2025-09-27 04:22:00,24,1108,75,72,aceptable
2025-09-27 04:31:00,24,926,106,55,aceptable
2025-09-27 04:32:00,26,1188,88,56,aceptable
2025-09-27 04:33:00,19,732,66,59,óptimo
2025-09-27 04:34:00,26,1235,81,56,aceptable
2025-09-27 04:35:00,20,944,106,61,aceptable
2025-09-27 04:36:00,17,1154,88,70,crítico
2025-09-27 04:37:00,20,1174,65,55,óptimo
2025-09-27 04:38:00,27,1576,83,61,crítico
2025-09-27 04:39:00,32,1338,93,44,crítico
2025-09-27 04:40:00,30,916,78,54,aceptable
2025-09-27 04:41:00,17,1451,74,76,crítico
2025-09-27 04:42:00,39,1256,92,60,crítico
2025-09-27 04:43:00,36,1062,95,61,crítico
2025-09-27 04:44:00,25,1527,84,56,aceptable
2025-09-27 04:45:00,12,1559,77,68,crítico
2025-09-27 04:54:00,24,1231,98,61,crítico
2025-09-27 04:55:00,21,1369,68,68,aceptable
2025-09-27 04:56:00,37,1349,99,80,crítico
2025-09-27 04:57:00,18,1126,105,57,aceptable
2025-09-27 04:58:00,20,909,73,42,óptimo
2025-09-27 04:59:00,33,1104,114,51,crítico
2025-09-27 05:00:00,20,1142,86,76,aceptable
2025-09-27 05:01:00,15,1403,83,52,crítico
2025-09-27 05:02:00,34,1209,94,70,crítico
2025-09-27 05:03:00,32,825,106,68,crítico
2025-09-27 05:04:00,24,1085,105,52,aceptable
2025-09-27 05:05:00,29,638,77,65,aceptable
2025-09-27 05:06:00,32,938,81,64,crítico
2025-09-27 05:07:00,26,657,58,51,óptimo
2025-09-27 05:08:00,30,946,79,56,aceptable
2025-09-27 05:09:00,17,1089,84,58,aceptable
2025-09-27 05:19:00,25,1179,101,60,aceptable
2025-09-27 05:20:00,26,1412,102,58,crítico
2025-09-27 05:21:00,24,1404,92,52,crítico
2025-09-27 05:22:00,32,1463,77,71,crítico
2025-09-27 05:23:00,21,740,69,61,óptimo
2025-09-27 05:24:00,16,972,79,73,crítico
2025-09-27 05:25:00,20,717,69,56,óptimo
2025-09-27 05:26:00,46,716,67,73,aceptable
2025-09-27 05:27:00,23,1332,71,64,crítico
2025-09-27 05:28:00,21,1484,97,64,crítico
2025-09-27 05:29:00,31,1494,69,56,aceptable
2025-09-27 05:30:00,36,1215,77,62,crítico
2025-09-27 05:31:00,20,1400,107,55,aceptable
2025-09-27 05:32:00,28,1315,96,49,crítico
2025-09-27 05:33:00,30,1266,85,43,crítico
2025-09-27 05:34:00,40,952,87,48,crítico
2025-09-27 05:42:00,24,1386,62,60,aceptable
2025-09-27 05:43:00,22,1254,102,70,crítico
2025-09-27 05:44:00,25,1420,88,52,crítico
2025-09-27 05:45:00,26,969,60,53,óptimo
2025-09-27 05:46:00,15,1051,62,58,aceptable
2025-09-27 05:47:00,22,1183,89,48,aceptable
2025-09-27 05:48:00,22,1137,78,58,óptimo
2025-09-27 05:49:00,8,1205,94,86,crítico
2025-09-27 05:50:00,26,1046,58,65,aceptable
2025-09-27 05:51:00,20,956,83,66,aceptable
2025-09-27 05:52:00,20,896,81,49,óptimo
2025-09-27 05:53:00,40,1310,105,69,crítico
2025-09-27 05:54:00,20,888,95,53,aceptable
2025-09-27 05:55:00,30,1152,102,66,crítico
2025-09-27 05:56:00,18,1679,109,45,aceptable
2025-09-27 05:57:00,34,1362,93,75,crítico
2025-09-27 06:07:00,17,826,90,55,crítico
2025-09-27 06:08:00,42,1315,100,52,crítico
2025-09-27 06:09:00,25,1107,106,72,crítico
2025-09-27 06:10:00,29,1080,74,61,crítico
2025-09-27 06:11:00,33,1604,54,49,aceptable
2025-09-27 06:12:00,7,1058,100,54,crítico
2025-09-27 06:13:00,26,1031,111,60,aceptable
2025-09-27 06:14:00,27,1052,103,63,crítico
2025-09-27 06:15:00,18,1088,72,64,aceptable
2025-09-27 06:16:00,40,938,68,57,aceptable
2025-09-27 06:17:00,26,1286,102,56,crítico
2025-09-27 06:18:00,28,816,103,67,crítico
2025-09-27 06:19:00,34,1322,74,68,crítico
2025-09-27 06:20:00,12,785,96,50,aceptable
2025-09-27 06:21:00,32,1512,115,63,crítico
2025-09-27 06:22:00,30,1078,86,55,crítico
2025-09-27 06:31:00,14,1092,68,53,aceptable
2025-09-27 06:32:00,27,1298,62,44,aceptable
2025-09-27 06:33:00,23,1352,85,60,aceptable
2025-09-27 06:34:00,28,1322,82,60,crítico
2025-09-27 06:35:00,20,1655,80,48,aceptable
2025-09-27 06:36:00,18,1490,75,62,aceptable
2025-09-27 06:37:00,17,800,99,69,crítico
2025-09-27 06:38:00,22,1098,96,55,aceptable
2025-09-27 06:39:00,28,937,106,60,crítico
2025-09-27 06:40:00,30,973,102,72,crítico
2025-09-27 06:41:00,36,1601,93,59,crítico
2025-09-27 06:42:00,31,1081,95,72,crítico
2025-09-27 06:43:00,24,1142,101,48,aceptable
2025-09-27 06:44:00,31,1484,91,63,crítico
2025-09-27 06:45:00,12,1273,71,52,crítico
2025-09-27 06:46:00,34,1731,79,51,crítico
2025-09-27 06:55:00,10,1525,108,54,crítico
2025-09-27 06:56:00,18,830,64,57,óptimo
2025-09-27 06:57:00,23,1096,108,49,aceptable
2025-09-27 06:58:00,16,1416,78,62,crítico
2025-09-27 06:59:00,21,1312,87,48,aceptable
2025-09-27 07:00:00,18,1369,86,58,aceptable
2025-09-27 07:01:00,26,1258,98,68,crítico
2025-09-27 07:02:00,21,871,95,66,aceptable
2025-09-27 07:03:00,26,1296,112,47,crítico
2025-09-27 07:04:00,22,1012,65,68,óptimo
2025-09-27 07:05:00,18,954,66,59,óptimo
2025-09-27 07:06:00,17,1070,93,65,crítico
2025-09-27 07:07:00,22,588,93,49,óptimo
2025-09-27 07:08:00,24,1262,78,54,aceptable
2025-09-27 07:09:00,38,1389,89,58,crítico
2025-09-27 07:10:00,19,922,70,67,óptimo
2025-09-27 07:20:00,18,1574,72,70,aceptable
2025-09-27 07:21:00,36,920,74,58,aceptable
2025-09-27 07:22:00,25,1008,95,70,crítico
2025-09-27 07:23:00,24,1366,76,73,crítico
2025-09-27 07:24:00,38,1155,94,58,crítico
2025-09-27 07:25:00,20,1038,68,64,óptimo
2025-09-27 07:26:00,25,1830,86,65,crítico
2025-09-27 07:27:00,26,956,104,47,aceptable
2025-09-27 07:28:00,35,1457,83,79,crítico
2025-09-27 07:29:00,42,1166,92,74,crítico
2025-09-27 07:30:00,20,1413,76,57,aceptable
2025-09-27 07:31:00,22,687,82,42,óptimo
2025-09-27 07:32:00,36,1277,96,74,crítico
2025-09-27 07:33:00,28,1013,68,71,aceptable
2025-09-27 07:34:00,31,1432,91,69,crítico
2025-09-27 07:44:00,34,1247,88,54,crítico
2025-09-27 07:45:00,29,1267,93,66,crítico
2025-09-27 07:46:00,36,1024,79,56,aceptable
2025-09-27 07:47:00,32,1315,78,52,crítico
2025-09-27 07:48:00,10,1649,69,75,crítico
2025-09-27 07:49:00,26,1270,104,60,crítico
2025-09-27 07:50:00,36,1313,77,66,crítico
2025-09-27 07:51:00,20,974,108,69,aceptable
2025-09-27 07:52:00,20,1290,92,64,crítico
2025-09-27 07:53:00,16,1388,94,48,crítico
2025-09-27 07:54:00,24,1215,72,54,aceptable
2025-09-27 07:55:00,35,1448,75,50,crítico
2025-09-27 07:56:00,26,1034,92,72,crítico
2025-09-27 07:57:00,25,601,65,52,óptimo
2025-09-27 07:58:00,16,1196,102,61,crítico
2025-09-27 08:08:00,16,1363,65,62,crítico
2025-09-27 08:09:00,18,904,77,52,óptimo
2025-09-27 08:10:00,33,656,72,58,aceptable
2025-09-27 08:11:00,23,940,66,59,óptimo
2025-09-27 08:12:00,25,1081,88,51,aceptable
2025-09-27 08:13:00,22,1055,78,56,óptimo
2025-09-27 08:14:00,30,804,70,58,aceptable
2025-09-27 08:15:00,17,1239,87,48,crítico
2025-09-27 08:16:00,18,1617,78,54,aceptable
2025-09-27 08:17:00,41,950,69,53,aceptable
2025-09-27 08:18:00,17,1370,60,44,aceptable
2025-09-27 08:19:00,20,955,67,54,óptimo
2025-09-27 08:20:00,8,1073,95,63,crítico
2025-09-27 08:21:00,17,897,75,45,aceptable
2025-09-27 08:30:00,44,1492,62,58,aceptable
2025-09-27 08:31:00,22,1044,68,63,óptimo
2025-09-27 08:32:00,30,843,88,58,crítico
2025-09-27 08:33:00,29,1399,72,65,crítico
2025-09-27 08:34:00,30,1146,60,59,aceptable
2025-09-27 08:35:00,18,1094,102,56,aceptable
2025-09-27 08:36:00,22,1380,71,64,aceptable
2025-09-27 08:37:00,20,871,88,69,aceptable
2025-09-27 08:38:00,25,1055,95,58,aceptable
2025-09-27 08:39:00,33,1075,100,54,crítico
2025-09-27 08:40:00,25,1067,93,59,aceptable
2025-09-27 08:41:00,25,1286,66,52,aceptable
2025-09-27 08:42:00,20,971,62,66,óptimo
2025-09-27 08:43:00,29,1150,66,66,aceptable
2025-09-27 08:44:00,22,768,74,57,óptimo
2025-09-27 08:45:00,35,898,100,59,crítico
2025-09-27 08:55:00,30,1197,73,70,crítico
2025-09-27 08:56:00,29,1496,78,70,crítico
2025-09-27 08:57:00,22,895,100,62,aceptable
2025-09-27 08:58:00,19,1172,88,67,aceptable
2025-09-27 08:59:00,17,1200,92,57,crítico
2025-09-27 09:00:00,24,1184,98,54,aceptable
2025-09-27 09:01:00,27,809,70,64,aceptable
2025-09-27 09:02:00,34,1054,87,44,crítico
2025-09-27 09:03:00,42,1208,85,67,crítico
2025-09-27 09:04:00,23,1182,81,49,aceptable
2025-09-27 09:05:00,18,1661,92,58,aceptable
2025-09-27 09:06:00,20,1220,87,59,aceptable
2025-09-27 09:07:00,30,981,86,51,crítico
2025-09-27 09:08:00,21,981,86,73,aceptable
2025-09-27 09:09:00,14,1405,87,86,crítico
2025-09-27 09:10:00,12,1453,100,58,crítico
2025-09-27 09:19:00,48,848,80,72,crítico
2025-09-27 09:20:00,24,1150,64,64,aceptable
2025-09-27 09:21:00,28,1039,92,58,crítico
2025-09-27 09:22:00,14,1111,66,76,aceptable
2025-09-27 09:23:00,26,1220,84,68,crítico
2025-09-27 09:24:00,23,993,80,60,aceptable
2025-09-27 09:25:00,30,1095,70,70,aceptable
2025-09-27 09:26:00,42,1064,90,57,crítico
2025-09-27 09:27:00,23,1302,67,68,aceptable
2025-09-27 09:28:00,22,1312,96,59,aceptable
2025-09-27 09:29:00,38,1516,70,48,aceptable
2025-09-27 09:30:00,22,822,96,61,aceptable
2025-09-27 09:31:00,35,1522,76,59,crítico
2025-09-27 09:32:00,25,1456,94,38,crítico
2025-09-27 09:33:00,20,1472,105,58,aceptable
2025-09-27 09:34:00,32,1496,85,61,crítico
2025-09-27 09:44:00,27,1540,91,74,crítico
2025-09-27 09:45:00,32,1078,72,54,aceptable
2025-09-27 09:46:00,26,972,88,50,aceptable
2025-09-27 09:47:00,14,1000,78,58,aceptable
2025-09-27 09:48:00,28,836,92,51,crítico
2025-09-27 09:49:00,11,1298,107,62,crítico
2025-09-27 09:50:00,24,1110,92,53,aceptable
2025-09-27 09:51:00,30,1028,84,62,crítico
2025-09-27 09:52:00,22,1152,80,68,aceptable
2025-09-27 09:53:00,32,1474,77,59,crítico
2025-09-27 09:54:00,17,1018,72,50,aceptable
2025-09-27 09:55:00,37,1297,90,58,crítico
2025-09-27 09:56:00,26,1296,78,61,crítico
2025-09-27 09:57:00,15,1412,47,51,aceptable
2025-09-27 09:58:00,29,805,78,57,aceptable
2025-09-27 10:04:00,14,1043,79,69,crítico
2025-09-27 10:05:00,42,1336,74,51,crítico
2025-09-27 10:06:00,40,850,96,70,crítico
2025-09-27 10:07:00,19,836,75,60,óptimo
2025-09-27 10:08:00,9,953,84,74,crítico
2025-09-27 10:09:00,18,1208,75,71,aceptable
2025-09-27 10:10:00,32,1417,69,60,aceptable
2025-09-27 10:11:00,28,1392,86,63,crítico
2025-09-27 10:12:00,19,1292,75,64,aceptable
2025-09-27 10:13:00,20,1527,77,70,aceptable
2025-09-27 10:14:00,23,1061,94,62,crítico
2025-09-27 10:15:00,30,1412,104,52,crítico
2025-09-27 10:16:00,13,1247,74,72,crítico
2025-09-27 10:17:00,18,1630,92,52,aceptable
2025-09-27 10:18:00,30,1361,69,51,aceptable
2025-09-27 10:19:00,11,1060,77,73,crítico
2025-09-27 10:20:00,24,864,94,48,aceptable
2025-09-27 10:29:00,41,1270,84,72,crítico
2025-09-27 10:30:00,25,1750,81,48,aceptable
2025-09-27 10:31:00,26,1011,70,58,óptimo
2025-09-27 10:32:00,30,1163,104,72,crítico
2025-09-27 10:33:00,12,1226,81,64,crítico
2025-09-27 10:34:00,36,1714,66,67,crítico
2025-09-27 10:35:00,32,1326,73,59,crítico
2025-09-27 10:36:00,22,827,96,48,aceptable
2025-09-27 10:37:00,18,1352,88,62,crítico
2025-09-27 10:38:00,28,1272,64,55,aceptable
2025-09-27 10:39:00,27,1284,58,53,aceptable
2025-09-27 10:40:00,38,1826,76,50,crítico
2025-09-27 10:41:00,24,1370,106,50,crítico
2025-09-27 10:42:00,36,1318,86,78,crítico
2025-09-27 10:43:00,37,1058,74,63,crítico
2025-09-27 10:53:00,8,1340,85,43,crítico
2025-09-27 10:54:00,33,1400,77,53,crítico
2025-09-27 10:55:00,13,978,74,65,crítico
2025-09-27 10:56:00,21,1263,86,46,aceptable
2025-09-27 10:57:00,18,1327,82,74,aceptable
2025-09-27 10:58:00,33,1168,96,52,crítico
2025-09-27 10:59:00,32,1226,100,53,crítico
2025-09-27 11:00:00,20,1190,74,60,óptimo
2025-09-27 11:01:00,40,1032,81,72,crítico
2025-09-27 11:02:00,27,1359,92,50,crítico
2025-09-27 11:03:00,29,1183,74,62,crítico
2025-09-27 11:04:00,31,1372,118,60,crítico
2025-09-27 11:05:00,29,1504,70,71,crítico
2025-09-27 11:06:00,14,1092,88,70,crítico
2025-09-27 11:07:00,21,1400,77,61,aceptable
2025-09-27 11:08:00,17,1637,83,67,crítico
2025-09-27 11:17:00,46,1543,84,62,crítico
2025-09-27 11:18:00,24,1206,104,62,crítico
2025-09-27 11:19:00,23,1446,83,55,aceptable
2025-09-27 11:20:00,17,1266,94,45,crítico
2025-09-27 11:21:00,34,1307,100,70,crítico
2025-09-27 11:22:00,30,1370,76,58,crítico
2025-09-27 11:23:00,40,1196,81,44,aceptable
2025-09-27 11:24:00,34,970,84,53,aceptable
2025-09-27 11:25:00,39,984,75,47,aceptable
2025-09-27 11:26:00,31,1370,98,50,crítico
2025-09-27 11:27:00,10,1747,86,61,crítico
2025-09-27 11:28:00,22,1263,84,55,aceptable
2025-09-27 11:29:00,24,1328,93,42,crítico
2025-09-27 11:30:00,23,1321,100,71,crítico
2025-09-27 11:31:00,22,1349,94,56,aceptable
2025-09-27 11:32:00,13,866,83,56,aceptable
2025-09-27 11:41:00,12,1214,69,43,aceptable
2025-09-27 11:42:00,37,1232,75,56,crítico
2025-09-27 11:43:00,22,1383,102,47,aceptable
2025-09-27 11:44:00,28,1338,84,42,crítico
2025-09-27 11:45:00,26,1432,82,54,aceptable
2025-09-27 11:46:00,32,1309,64,49,aceptable
2025-09-27 11:47:00,29,1250,100,43,crítico
2025-09-27 11:48:00,26,1256,74,52,aceptable
2025-09-27 11:49:00,27,960,99,60,crítico
2025-09-27 11:50:00,30,877,100,81,crítico
2025-09-27 11:51:00,38,1022,78,43,aceptable
2025-09-27 11:52:00,20,815,61,50,óptimo
2025-09-27 11:53:00,37,816,87,72,crítico
2025-09-27 11:54:00,25,1275,81,62,crítico
2025-09-27 11:55:00,26,1257,100,64,crítico
2025-09-27 11:56:00,35,1480,103,58,crítico
2025-09-27 12:05:00,21,1137,85,60,óptimo
2025-09-27 12:06:00,29,739,86,66,crítico
2025-09-27 12:07:00,20,1052,83,57,óptimo
2025-09-27 12:08:00,24,1391,90,52,crítico
2025-09-27 12:09:00,33,1403,101,47,crítico
2025-09-27 12:10:00,14,1079,97,62,crítico
2025-09-27 12:11:00,20,1222,62,69,aceptable
2025-09-27 12:12:00,29,1597,94,72,crítico
2025-09-27 12:13:00,27,1286,74,61,crítico
2025-09-27 12:14:00,39,1415,102,56,crítico
2025-09-27 12:15:00,23,1047,106,71,crítico
2025-09-27 12:16:00,14,1218,94,62,crítico
2025-09-27 12:17:00,23,1042,90,58,aceptable
2025-09-27 12:18:00,33,1182,62,50,aceptable
2025-09-27 12:19:00,16,1068,81,60,aceptable
2025-09-27 12:20:00,22,1286,74,55,aceptable
2025-09-27 12:28:00,22,1276,96,71,crítico
2025-09-27 12:29:00,31,1213,74,56,crítico
2025-09-27 12:30:00,31,1250,89,51,crítico
2025-09-27 12:31:00,28,1014,101,62,crítico
2025-09-27 12:32:00,27,1110,60,50,aceptable
2025-09-27 12:33:00,26,1486,70,54,aceptable
2025-09-27 12:34:00,20,1407,81,66,aceptable
2025-09-27 12:35:00,23,1484,102,60,crítico
2025-09-27 12:36:00,24,981,69,65,aceptable
2025-09-27 12:37:00,19,1506,64,66,aceptable
2025-09-27 12:38:00,29,1424,100,56,crítico
2025-09-27 12:39:00,22,1136,89,61,aceptable
2025-09-27 12:40:00,25,1189,70,59,óptimo
2025-09-27 12:41:00,25,911,63,75,aceptable
2025-09-27 12:42:00,28,1222,87,49,crítico
2025-09-27 12:51:00,42,1025,78,56,aceptable
2025-09-27 12:52:00,34,1293,83,44,crítico
2025-09-27 12:53:00,17,1036,82,54,aceptable
2025-09-27 12:54:00,11,1140,65,56,aceptable
2025-09-27 12:55:00,22,1459,72,58,aceptable
2025-09-27 12:56:00,22,1206,66,54,óptimo
2025-09-27 12:57:00,21,1235,104,54,aceptable
2025-09-27 12:58:00,20,1100,80,55,óptimo
2025-09-27 12:59:00,30,1281,62,50,aceptable
2025-09-27 13:00:00,19,1284,85,55,aceptable
2025-09-27 13:01:00,21,1442,78,57,aceptable
2025-09-27 13:02:00,38,1554,105,52,crítico
2025-09-27 13:03:00,26,1636,91,64,crítico
2025-09-27 13:04:00,26,1339,103,60,crítico
2025-09-27 13:05:00,19,1364,100,57,aceptable
2025-09-27 13:06:00,8,892,93,51,crítico
2025-09-27 13:16:00,29,1419,65,71,crítico
2025-09-27 13:17:00,13,965,86,60,crítico
2025-09-27 13:18:00,18,1420,94,64,crítico
2025-09-27 13:19:00,20,951,101,70,aceptable
2025-09-27 13:20:00,25,839,100,64,crítico
2025-09-27 13:21:00,25,1200,76,46,aceptable
2025-09-27 13:22:00,34,1292,92,42,crítico
2025-09-27 13:23:00,9,1228,76,61,crítico
2025-09-27 13:24:00,22,797,74,38,óptimo
2025-09-27 13:25:00,37,1077,76,77,crítico
2025-09-27 13:26:00,16,1346,81,62,crítico
2025-09-27 13:27:00,31,1095,96,56,crítico
2025-09-27 13:28:00,23,1340,108,57,crítico
2025-09-27 13:29:00,24,1383,72,61,crítico
2025-09-27 13:30:00,19,1211,84,58,aceptable
2025-09-27 13:40:00,34,1036,57,63,aceptable
2025-09-27 13:41:00,32,890,94,52,crítico
2025-09-27 13:42:00,23,944,86,48,aceptable
2025-09-27 13:43:00,27,1242,98,52,crítico
2025-09-27 13:44:00,25,1039,110,66,crítico
2025-09-27 13:45:00,28,1152,92,57,crítico
2025-09-27 13:46:00,26,1407,89,70,crítico
2025-09-27 13:47:00,35,1052,96,76,crítico
2025-09-27 13:48:00,22,1049,94,51,aceptable
2025-09-27 13:49:00,32,1440,66,69,crítico
2025-09-27 13:50:00,22,1091,82,67,aceptable
2025-09-27 13:51:00,22,727,80,60,óptimo
2025-09-27 13:52:00,31,1345,91,53,crítico
2025-09-27 13:53:00,31,1242,86,66,crítico
2025-09-27 13:54:00,28,1259,83,63,crítico
2025-09-27 13:55:00,13,1151,83,54,aceptable
2025-09-27 14:04:00,28,1391,80,64,crítico
2025-09-27 14:05:00,22,1198,81,56,óptimo
2025-09-27 14:06:00,23,1107,62,56,óptimo
2025-09-27 14:07:00,32,1223,84,64,crítico
2025-09-27 14:08:00,32,1209,85,52,crítico
2025-09-27 14:09:00,14,1100,76,50,aceptable
2025-09-27 14:10:00,25,1240,70,54,aceptable
2025-09-27 14:11:00,30,1183,70,56,aceptable
2025-09-27 14:12:00,26,930,82,41,aceptable
2025-09-27 14:13:00,30,1209,79,61,crítico
2025-09-27 14:14:00,31,1041,69,64,aceptable
2025-09-27 14:15:00,20,1236,92,54,aceptable
2025-09-27 14:16:00,34,1140,112,58,crítico
2025-09-27 14:17:00,32,1105,70,50,aceptable
2025-09-27 14:18:00,30,1449,80,45,crítico
2025-09-27 14:19:00,27,1396,82,62,crítico
2025-09-27 14:27:00,10,1082,68,58,aceptable
2025-09-27 14:28:00,38,1174,93,73,crítico
2025-09-27 14:29:00,26,1632,88,81,crítico
2025-09-27 14:30:00,19,1114,76,64,aceptable
2025-09-27 14:31:00,20,1203,87,62,crítico
2025-09-27 14:32:00,14,1377,92,63,crítico
2025-09-27 14:33:00,32,1482,66,50,aceptable
2025-09-27 14:34:00,22,1213,80,66,aceptable
2025-09-27 14:35:00,34,1439,81,58,crítico
2025-09-27 14:36:00,15,984,73,66,crítico
2025-09-27 14:37:00,33,1151,74,66,crítico
2025-09-27 14:38:00,24,1256,80,52,aceptable
2025-09-27 14:39:00,23,849,59,35,aceptable
2025-09-27 14:40:00,19,934,71,68,aceptable
2025-09-27 14:50:00,32,1323,80,63,crítico
2025-09-27 14:51:00,15,1337,68,50,aceptable
2025-09-27 14:52:00,16,1054,92,57,crítico
2025-09-27 14:53:00,32,1665,103,77,crítico
2025-09-27 14:54:00,21,1114,84,66,aceptable
2025-09-27 14:55:00,32,940,89,62,crítico
2025-09-27 14:56:00,14,1283,76,60,crítico
2025-09-27 14:57:00,26,935,70,56,óptimo
2025-09-27 14:58:00,30,1151,98,60,crítico
2025-09-27 14:59:00,26,1542,104,57,crítico
2025-09-27 15:00:00,21,1271,79,60,aceptable
2025-09-27 15:01:00,37,764,105,62,crítico
2025-09-27 15:02:00,11,1241,93,56,crítico
2025-09-27 15:03:00,25,1354,98,69,crítico
2025-09-27 15:04:00,40,1130,100,64,crítico
2025-09-27 15:12:00,28,1111,106,70,crítico
2025-09-27 15:13:00,33,1239,98,49,crítico
2025-09-27 15:14:00,28,1395,65,64,crítico
2025-09-27 15:15:00,28,1229,98,61,crítico
2025-09-27 15:16:00,24,1200,99,49,aceptable
2025-09-27 15:17:00,37,1482,79,52,crítico
2025-09-27 15:18:00,36,946,82,42,aceptable
2025-09-27 15:19:00,32,1094,103,75,crítico
2025-09-27 15:20:00,8,922,98,50,crítico
2025-09-27 15:21:00,25,1095,92,62,crítico
2025-09-27 15:22:00,20,1005,69,51,óptimo
2025-09-27 15:23:00,24,963,96,52,aceptable
2025-09-27 15:24:00,27,1168,99,53,crítico
2025-09-27 15:25:00,30,1268,92,64,crítico
2025-09-27 15:26:00,24,1344,88,59,crítico
2025-09-27 15:27:00,10,1065,78,71,crítico
2025-09-27 15:37:00,12,1096,94,76,crítico
2025-09-27 15:38:00,20,1218,76,46,aceptable
2025-09-27 15:39:00,29,954,99,47,crítico
2025-09-27 15:40:00,8,1094,106,52,crítico
2025-09-27 15:41:00,23,1121,83,52,aceptable
2025-09-27 15:42:00,27,1020,65,54,aceptable
2025-09-27 15:43:00,37,984,99,57,crítico
2025-09-27 15:44:00,31,1248,76,58,crítico
2025-09-27 15:45:00,14,1367,89,56,crítico
2025-09-27 15:46:00,16,950,92,60,crítico
2025-09-27 15:47:00,23,1417,84,72,crítico
2025-09-27 15:48:00,29,1288,92,67,crítico
2025-09-27 15:49:00,20,1433,104,64,crítico
2025-09-27 15:50:00,21,777,90,59,óptimo
2025-09-27 15:51:00,33,1392,94,53,crítico
2025-09-27 16:00:00,30,1413,72,61,crítico
2025-09-27 16:01:00,35,1238,100,52,crítico
2025-09-27 16:02:00,36,1650,95,46,crítico
2025-09-27 16:03:00,26,1531,100,72,crítico
2025-09-27 16:04:00,26,1280,90,66,crítico
2025-09-27 16:05:00,17,1625,66,62,crítico
2025-09-27 16:06:00,23,1084,78,65,aceptable
2025-09-27 16:07:00,24,1081,97,68,crítico
2025-09-27 16:08:00,22,826,100,55,aceptable
2025-09-27 16:09:00,14,1378,86,55,crítico
2025-09-27 16:10:00,26,1380,80,73,crítico
2025-09-27 16:11:00,28,1188,89,61,crítico
2025-09-27 16:12:00,16,1191,82,78,crítico
2025-09-27 16:13:00,16,1305,98,63,crítico
2025-09-27 16:14:00,32,1035,98,49,crítico
2025-09-27 16:15:00,15,1113,67,60,aceptable
2025-09-27 16:25:00,31,1218,89,66,crítico
2025-09-27 16:26:00,22,1166,99,82,aceptable
